@relation EX1Z7279C60U_Exp22_RMS

@attribute RFLP_RMS_AatII numeric
@attribute RFLP_RMS_AbsI numeric
@attribute RFLP_RMS_AccI numeric
@attribute RFLP_RMS_AclI numeric
@attribute RFLP_RMS_AcyI numeric
@attribute RFLP_RMS_AflII numeric
@attribute RFLP_RMS_AflIII numeric
@attribute RFLP_RMS_AgeI numeric
@attribute RFLP_RMS_AgsI numeric
@attribute RFLP_RMS_AhaIII numeric
@attribute RFLP_RMS_AluI numeric
@attribute RFLP_RMS_AlwNI numeric
@attribute RFLP_RMS_AoxI numeric
@attribute RFLP_RMS_ApaBI numeric
@attribute RFLP_RMS_ApaI numeric
@attribute RFLP_RMS_ApaLI numeric
@attribute RFLP_RMS_ApoI numeric
@attribute RFLP_RMS_AscI numeric
@attribute RFLP_RMS_AsuI numeric
@attribute RFLP_RMS_AsuII numeric
@attribute RFLP_RMS_AvaI numeric
@attribute RFLP_RMS_AvaII numeric
@attribute RFLP_RMS_AvrII numeric
@attribute RFLP_RMS_BalI numeric
@attribute RFLP_RMS_BamHI numeric
@attribute RFLP_RMS_BclI numeric
@attribute RFLP_RMS_BetI numeric
@attribute RFLP_RMS_BglI numeric
@attribute RFLP_RMS_BglII numeric
@attribute RFLP_RMS_BisI numeric
@attribute RFLP_RMS_BsaAI numeric
@attribute RFLP_RMS_BsaBI numeric
@attribute RFLP_RMS_BsePI numeric
@attribute RFLP_RMS_BseSI numeric
@attribute RFLP_RMS_BsiYI numeric
@attribute RFLP_RMS_Bsp1407I numeric
@attribute RFLP_RMS_BspHI numeric
@attribute RFLP_RMS_BspLU11I numeric
@attribute RFLP_RMS_BspMII numeric
@attribute RFLP_RMS_BstEII numeric
@attribute RFLP_RMS_BstXI numeric
@attribute RFLP_RMS_Cac8I numeric
@attribute RFLP_RMS_CauII numeric
@attribute RFLP_RMS_Cfr10I numeric
@attribute RFLP_RMS_CfrI numeric
@attribute RFLP_RMS_ClaI numeric
@attribute RFLP_RMS_CviJI numeric
@attribute RFLP_RMS_CviRI numeric
@attribute RFLP_RMS_DdeI numeric
@attribute RFLP_RMS_DpnI numeric
@attribute RFLP_RMS_DraII numeric
@attribute RFLP_RMS_DraIII numeric
@attribute RFLP_RMS_DrdI numeric
@attribute RFLP_RMS_DsaI numeric
@attribute RFLP_RMS_Eam1105I numeric
@attribute RFLP_RMS_Eco47III numeric
@attribute RFLP_RMS_EcoNI numeric
@attribute RFLP_RMS_EcoRI numeric
@attribute RFLP_RMS_EcoRII numeric
@attribute RFLP_RMS_EcoRV numeric
@attribute RFLP_RMS_EspI numeric
@attribute RFLP_RMS_FaiI numeric
@attribute RFLP_RMS_Fnu4HI numeric
@attribute RFLP_RMS_FnuDII numeric
@attribute RFLP_RMS_FseI numeric
@attribute RFLP_RMS_FspAI numeric
@attribute RFLP_RMS_GlaI numeric
@attribute RFLP_RMS_HaeI numeric
@attribute RFLP_RMS_HaeII numeric
@attribute RFLP_RMS_HaeIII numeric
@attribute RFLP_RMS_HgiAI numeric
@attribute RFLP_RMS_HgiCI numeric
@attribute RFLP_RMS_HgiJII numeric
@attribute RFLP_RMS_HhaI numeric
@attribute RFLP_RMS_HindII numeric
@attribute RFLP_RMS_HindIII numeric
@attribute RFLP_RMS_HinfI numeric
@attribute RFLP_RMS_HpaI numeric
@attribute RFLP_RMS_HpaII numeric
@attribute RFLP_RMS_Hpy178III numeric
@attribute RFLP_RMS_Hpy188I numeric
@attribute RFLP_RMS_Hpy99I numeric
@attribute RFLP_RMS_KpnI numeric
@attribute RFLP_RMS_KroI numeric
@attribute RFLP_RMS_MaeI numeric
@attribute RFLP_RMS_MaeII numeric
@attribute RFLP_RMS_MaeIII numeric
@attribute RFLP_RMS_MauBI numeric
@attribute RFLP_RMS_MboI numeric
@attribute RFLP_RMS_McrI numeric
@attribute RFLP_RMS_MfeI numeric
@attribute RFLP_RMS_MluI numeric
@attribute RFLP_RMS_MseI numeric
@attribute RFLP_RMS_MslI numeric
@attribute RFLP_RMS_MstI numeric
@attribute RFLP_RMS_MwoI numeric
@attribute RFLP_RMS_NaeI numeric
@attribute RFLP_RMS_NarI numeric
@attribute RFLP_RMS_NcoI numeric
@attribute RFLP_RMS_NdeI numeric
@attribute RFLP_RMS_NheI numeric
@attribute RFLP_RMS_NlaIII numeric
@attribute RFLP_RMS_NlaIV numeric
@attribute RFLP_RMS_NotI numeric
@attribute RFLP_RMS_NruI numeric
@attribute RFLP_RMS_NspBII numeric
@attribute RFLP_RMS_NspI numeric
@attribute RFLP_RMS_OliI numeric
@attribute RFLP_RMS_PacI numeric
@attribute RFLP_RMS_PasI numeric
@attribute RFLP_RMS_PcsI numeric
@attribute RFLP_RMS_PflMI numeric
@attribute RFLP_RMS_PfoI numeric
@attribute RFLP_RMS_PmaCI numeric
@attribute RFLP_RMS_PmeI numeric
@attribute RFLP_RMS_PpuMI numeric
@attribute RFLP_RMS_PshAI numeric
@attribute RFLP_RMS_PsiI numeric
@attribute RFLP_RMS_PspXI numeric
@attribute RFLP_RMS_PstI numeric
@attribute RFLP_RMS_PvuI numeric
@attribute RFLP_RMS_PvuII numeric
@attribute RFLP_RMS_RsaI numeric
@attribute RFLP_RMS_RsrII numeric
@attribute RFLP_RMS_SacI numeric
@attribute RFLP_RMS_SacII numeric
@attribute RFLP_RMS_SalI numeric
@attribute RFLP_RMS_SanDI numeric
@attribute RFLP_RMS_SauI numeric
@attribute RFLP_RMS_ScaI numeric
@attribute RFLP_RMS_ScrFI numeric
@attribute RFLP_RMS_SduI numeric
@attribute RFLP_RMS_SecI numeric
@attribute RFLP_RMS_SetI numeric
@attribute RFLP_RMS_SexAI numeric
@attribute RFLP_RMS_SfeI numeric
@attribute RFLP_RMS_SfiI numeric
@attribute RFLP_RMS_SgeI numeric
@attribute RFLP_RMS_SgfI numeric
@attribute RFLP_RMS_SgrAI numeric
@attribute RFLP_RMS_SgrDI numeric
@attribute RFLP_RMS_SmaI numeric
@attribute RFLP_RMS_SmlI numeric
@attribute RFLP_RMS_SnaBI numeric
@attribute RFLP_RMS_SpeI numeric
@attribute RFLP_RMS_SphI numeric
@attribute RFLP_RMS_SplI numeric
@attribute RFLP_RMS_SrfI numeric
@attribute RFLP_RMS_Sse232I numeric
@attribute RFLP_RMS_Sse8387I numeric
@attribute RFLP_RMS_Sse8647I numeric
@attribute RFLP_RMS_SspI numeric
@attribute RFLP_RMS_StuI numeric
@attribute RFLP_RMS_StyI numeric
@attribute RFLP_RMS_SwaI numeric
@attribute RFLP_RMS_TaqI numeric
@attribute RFLP_RMS_TatI numeric
@attribute RFLP_RMS_TauI numeric
@attribute RFLP_RMS_TfiI numeric
@attribute RFLP_RMS_TseI numeric
@attribute RFLP_RMS_Tsp45I numeric
@attribute RFLP_RMS_Tsp4CI numeric
@attribute RFLP_RMS_TspEI numeric
@attribute RFLP_RMS_TspRI numeric
@attribute RFLP_RMS_Tth111I numeric
@attribute RFLP_RMS_VspI numeric
@attribute RFLP_RMS_XbaI numeric
@attribute RFLP_RMS_XcmI numeric
@attribute RFLP_RMS_XhoI numeric
@attribute RFLP_RMS_XhoII numeric
@attribute RFLP_RMS_XmaIII numeric
@attribute RFLP_RMS_XmnI numeric
@attribute Class {HIV1_M,HIV1_N,HIV1_O,HIV1_P}

@data
4873.874,9724,1526.046,9724,2810.835,2729.519,5145.704,9724,550.310,1365.718,276.387,2643.705,490.680,3014.726,4578.219,6365.116,987.417,9724,597.266,9724,5290.191,1078.638,2203.255,2590.106,9724,5420.761,3288.481,9724,5292.989,567.669,9724,3653.702,9724,3487.849,541.296,2592.697,9724,5145.704,5290.218,9724,2665.271,753.622,3606.926,9724,2590.606,4916.497,91.594,292.850,503.182,552.709,1327.666,9724,6152.393,5252.353,3245.277,3057.973,3788.206,3403.530,399.777,3655.823,9724,98.232,567.669,2071.865,9724,9724,1437.770,847.098,2535.831,490.672,2170.302,2323.828,2290.336,1437.786,2832.295,3595.477,479.088,5001.732,2022.085,495.872,463.018,3752.263,3342.693,9724,348.222,4873.665,775.789,9724,552.715,9724,2429.254,9724,262.643,1067.986,9724,446.456,9724,6426.185,9724,2764.174,9724,439.775,680.719,9724,9724,2185.815,2220.724,5292.178,9724,9724,6050.905,2094.993,5077.631,9724,9724,2511.774,4880.978,4738.517,9724,2478.784,9724,2570.893,308.965,9724,5293.488,5251.219,9724,6418.344,2189.673,1587.415,379.900,1394.337,449.486,131.643,9724,893.318,9724,26.876,9724,9724,9724,9724,1502.282,9724,3053.589,9724,9724,9724,9724,9724,4315.151,1502.947,3025.485,1221.695,5982.578,2253.182,585.170,2570.977,818.601,629.327,1874.400,302.349,246.577,644.536,5185.890,2605.036,2492.578,3378.452,9724,1639.521,9724,4210.429,HIV1_M
9707,9707,1721.510,9707,4298.768,2702.642,2397.965,9707,753.913,1159.531,323.179,2606.209,485.175,2160.719,4573.697,6366.709,841.018,9707,499.498,9707,5263.076,946.235,2668.560,2459.756,5264.414,5416.020,5263.077,9707,6387.466,436.945,9707,4881.973,9707,1871.962,561.377,1787.269,4886.914,2867.137,5263.077,9707,2661.773,857.596,2284.002,9707,2186.004,4907.129,100.343,373.371,479.234,587.952,1254.798,9707,4283.713,5200.386,5483.769,9707,3781.313,3679.305,412.269,9707,5773.341,92.694,436.945,2991.037,9707,9707,2242.376,1176.095,6425.323,485.122,1901.186,2323.658,1502.371,2242.385,3171.613,5266.526,552.547,6408.315,1962.019,508.274,442.780,3753.083,3335.760,9707,341.201,5135.545,707.062,9707,587.930,9707,1794.464,9707,262.405,924.249,9707,503.110,9707,6427.289,9707,9707,4924.719,389.342,555.800,9707,9707,2566.124,1640.750,5802.762,9707,9707,9707,2698.364,4872.732,9707,9707,1974.798,4873.089,3412.649,9707,1643.867,9707,2566.124,363.305,9707,3029.046,9707,9707,9707,2513.999,2782.179,383.277,884.081,428.356,123.693,9707,699.311,9707,27.259,9707,9707,9707,9707,1279.984,9707,2086.862,5702.937,9707,9707,9707,3818.747,4991.478,1694.343,6017.072,1339.618,5979.466,2372.975,631.392,2748.171,1133.503,465.180,2482.270,339.305,189.444,543.066,5294.906,2236.229,3556.931,4944.165,9707,1373.730,9707,4208.515,HIV1_M
8367,8367,2193.949,8367,5048.839,5511.715,3479.984,8367,707.190,1185.817,309.263,3109.266,718.212,2930.382,4182.417,8367,708.384,8367,625.733,8367,5168.159,958.178,2660.618,2626.653,4211.577,4900.707,8367,8367,3734.787,482.888,8367,2926.512,8367,3118.000,559.959,1906.819,8367,3479.984,8367,8367,2321.408,1092.521,3475.611,8367,2627.184,8367,106.445,360.084,520.611,489.321,1322.792,8367,8367,2851.238,4028.242,8367,3258.822,4196.772,391.785,2654.808,8367,78.532,482.888,1720.412,8367,8367,1871.642,1007.145,8367,718.218,2854.412,2461.453,1834.554,1871.878,2931.831,8367,565.642,3407.202,2429.655,477.536,363.415,8367,3401.261,8367,454.740,4682.562,822.993,8367,489.293,8367,2040.143,8367,244.814,822.481,4414.563,572.742,8367,8367,4240.591,8367,8367,406.921,601.149,8367,8367,2172.189,1603.825,5176.391,8367,8367,5406.373,4587.946,3181.025,8367,8367,2039.764,4224.273,3468.981,8367,2770.147,8367,3190.523,376.251,8367,4527.667,4698.844,8367,4402.266,8367,2628.359,378.911,1270.327,566.051,142.535,8367,770.327,8367,29.393,8367,8367,8367,8367,1246.890,8367,2407.412,8367,8367,8367,8367,5427.973,4872.287,1210.888,4252.149,956.131,5544.398,5408.274,661.633,5048.839,750.809,492.217,1942.615,352.414,187.270,1036.490,5486.403,1803.424,3352.324,4215.019,8367,1026.068,8367,2557.327,HIV1_M
8953,8953,1074.887,8953,5208.962,2665.011,2440.647,8953,488.580,1701.515,266.797,2084.753,453.664,2708.471,5454.505,6289.849,714.391,8953,592.824,8953,4754.569,1269.178,2741.007,2816.656,8953,8953,4547.493,8953,4359.689,573.346,8953,4551.616,8953,2781.334,647.638,2704.975,8953,3922.328,4547.493,8953,1660.980,653.546,3606.556,8953,2816.332,8953,96.562,265.542,482.067,665.186,2077.861,3643.571,5977.670,5523.946,5558.128,4578.176,3412.992,4993.860,459.058,2808.928,5635.548,84.982,573.346,3147.338,8953,8953,2042.482,702.342,3018.808,453.673,2318.642,1764.764,1884.273,2042.548,3678.892,1731.167,701.453,4669.756,2591.371,571.639,435.315,6303.914,2473.092,8953,382.993,4485.787,684.936,8953,665.194,8953,1874.236,5100.933,201.740,1229.564,8953,632.172,8953,8953,8953,2292.715,3686.421,453.111,668.045,8953,8953,1764.958,1957.284,5325.895,8953,8953,8953,2354.945,4537.007,8953,8953,2731.664,5516.924,8953,8953,3219.690,8953,1922.786,398.974,8953,3958.320,8953,6140.037,5527.464,2727.486,2328.389,427.439,1301.683,567.730,128.327,3019.722,867.420,8953,25.485,8953,8953,8953,8953,1086.335,8953,5758.607,5796.538,8953,8953,8953,5750.438,3600.053,1644.902,3895.336,1328.281,8953,2323.654,831.018,3175.489,906.736,672.369,1953.476,467.519,158.444,522.038,5545.706,3434.440,4565.584,2806.874,5833.557,1732.592,8953,3751.986,HIV1_M
9056,9056,1445.315,5272.398,6392.255,3727.339,4165.411,9056,539.787,2091.608,242.290,1718.501,457.388,2729.592,3562.181,3673.600,754.717,9056,450.583,9056,5141.681,925.224,3464.664,2875.099,3908.087,9056,2758.283,6396.492,3099.519,642.262,4958.143,4603.984,9056,1697.250,705.016,3070.685,4559.614,4165.411,6222.428,9056,1154.504,773.245,9056,9056,2875.639,9056,90.637,289.325,621.724,504.229,1865.667,4754.501,9056,4558.681,4330.845,9056,3472.927,4554.543,460.054,1650.488,5680.465,79.193,642.262,9056,9056,9056,3312.971,833.170,6390.138,457.363,1622.668,2023.514,1525.973,3312.971,1768.622,2650.610,525.921,3023.735,2758.681,538.751,580.919,3730.096,3499.942,9056,371.112,3356.167,636.327,9056,504.149,9056,3419.681,9056,207.851,874.204,9056,596.923,9056,6392.255,4558.681,2093.646,3727.776,395.918,631.860,9056,9056,1743.537,1837.037,5384.624,9056,3862.084,5678.654,2676.968,4586.308,9056,9056,2771.725,9056,5036.787,9056,5858.231,9056,2231.224,391.854,9056,3998.398,9056,6197.108,5585.895,3357.400,2034.679,460.082,945.099,509.878,113.150,9056,873.036,9056,26.118,9056,9056,9056,9056,1590.170,4958.143,1833.572,6402.852,9056,9056,9056,9056,3145.386,1318.334,9056,1765.193,9056,3508.572,664.535,3929.468,986.996,707.067,1164.560,421.659,199.978,416.998,9056,2651.106,3062.122,2842.893,9056,1186.031,9056,3103.564,HIV1_M
9081,9081,1186.357,9081,6316.061,2603.118,5193.660,9081,485.539,1612.362,297.958,2536.199,524.051,2902.014,5445.657,6266.226,641.355,9081,655.722,9081,5963.072,1031.288,4401.535,2467.884,9081,9081,6298.016,9081,4038.017,750.719,4708.757,3486.978,5938.510,3830.677,585.386,1325.267,9081,5193.660,6298.016,4897.844,2529.251,755.865,5138.811,9081,2468.473,9081,108.533,308.738,444.810,533.192,2113.448,4803.457,9081,6354.417,3123.318,4663.386,3493.444,3324.003,456.433,2839.894,4206.032,88.010,750.719,3141.744,9081,9081,1904.339,982.193,3734.267,524.061,2259.082,1659.570,1999.456,1904.307,2075.782,2511.493,466.360,3035.140,4168.099,446.486,427.491,3695.557,2630.577,9081,362.323,3083.247,666.825,9081,533.195,9081,2437.571,9081,198.312,1354.346,9081,641.412,9081,6316.061,9081,3267.383,3745.747,458.580,709.791,9081,9081,2345.510,2343.754,3859.567,9081,4834.261,9081,2665.803,3603.148,4708.757,9081,2776.774,9081,3849.204,9081,1693.953,9081,2637.026,338.694,9081,3929.971,6356.516,9081,9081,3663.497,2095.358,447.269,1407.895,625.226,121.230,9081,930.470,9081,25.875,9081,9081,9081,9081,1310.857,9081,5847.365,5777.447,9081,9081,9081,4646.431,2776.774,1353.407,9081,1491.507,9081,4756.790,576.719,4541.437,819.931,822.229,1419.940,469.519,188.774,455.016,9081,2677.524,3079.593,2850.682,5963.072,1075.184,9081,2292.668,HIV1_M
8943,8943,1397.276,8943,8943,3648.075,2483.564,5957.377,803.334,1147.413,255.424,1902.157,604.853,2869.094,5464.736,4118.650,852.225,8943,638.684,8943,4238.292,1306.598,2769.596,3328.795,4959.585,8943,4721.231,6312.352,2992.693,769.448,3441.178,4551.853,8943,1605.942,561.903,3028.871,2536.130,3110.918,6148.048,8943,2527.451,1235.368,5526.940,5957.377,3329.424,5552.915,103.252,309.785,630.522,492.105,1941.387,8943,2993.954,3001.494,4302.668,8943,3399.654,4500.434,372.592,2284.937,4208.096,79.403,769.448,4744.273,8943,8943,2475.466,998.403,8943,604.854,2705.269,1770.851,2029.137,2475.849,3637.981,2446.304,481.763,8943,3636.789,460.342,471.875,3709.367,2032.693,8943,353.742,2355.847,522.062,8943,491.936,8943,1691.914,8943,233.160,927.456,4638.516,511.119,8943,8943,3503.631,2478.586,4545.436,349.230,674.134,8943,8943,2452.781,1937.710,5317.901,8943,8943,8943,2644.191,2474.957,5081.269,8943,4196.021,3559.713,5724.628,8943,2763.110,8943,2759.869,315.273,8943,4729.392,8943,8943,8943,3948.344,2102.478,365.133,975.944,510.982,114.625,5554.101,686.976,8943,25.584,8943,8943,8943,8943,1868.565,4935.618,2107.843,6318.708,8943,8943,8943,8943,4196.021,2149.256,8943,1230.960,5873.584,2379.104,626.050,6283.480,796.049,791.757,1382.203,405.472,195.323,504.724,3962.242,3110.035,3079.046,3605.457,8943,1001.882,8943,3088.932,HIV1_M
4711.215,8953,1184.862,8953,4710.281,3652.430,2484.710,5963.773,679.529,1149.375,244.689,1709.344,620.532,2870.013,5471.126,6308.845,649.995,8953,637.835,8953,4243.494,1001.639,2771.731,3333.564,8953,8953,4726.451,6319.423,2994.276,855.845,3978.313,4557.514,8953,2295.384,604.290,3031.841,3661.967,3114.124,6155.116,8953,2531.303,1003.926,5532.161,5963.773,3334.194,5558.128,104.081,318.135,591.907,541.748,2109.188,8953,8953,3675.403,2680.816,8953,3401.738,4505.856,373.731,3319.718,2704.220,83.909,855.845,4749.654,8953,8953,2476.341,961.165,8953,620.532,2059.742,1773.793,2185.386,2476.724,3642.397,3138.515,460.554,8953,3639.990,442.481,453.618,3063.694,2035.766,8953,413.069,2157.800,556.201,8953,541.631,8953,2393.794,8953,214.697,1002.048,4642.276,555.670,8953,8953,3675.403,2873.329,4551.074,341.305,601.415,8953,8953,2292.226,1522.387,5323.188,4594.705,8953,8953,2648.101,2478.463,5088.044,8953,4201.223,3564.169,5731.031,8953,4437.081,8953,2581.607,303.553,8953,3938.115,8953,8953,8953,3414.587,2609.184,366.478,1119.834,526.960,118.278,5560.499,775.823,8953,26.331,8953,8953,8953,8953,1477.360,4940.994,2887.945,4974.771,8953,8953,8953,8953,4201.223,2152.568,5955.192,1173.772,8953,2380.834,627.351,6290.551,740.407,880.168,1484.925,442.204,185.765,502.993,3965.985,1562.486,3655.072,3609.112,8953,1054.397,8953,2721.242,HIV1_M
9077,9077,2107.800,6150.173,6311.148,6395.116,2215.970,9077,639.954,1163.556,257.903,2039.729,731.872,2458.028,9077,6259.953,705.621,9077,674.369,4902.014,6304.898,1057.352,3340.783,3338.516,9077,9077,6313.928,9077,3003.318,643.266,4011.309,4596.279,9077,2293.994,677.505,4944.632,3605.199,3131.250,6313.928,9077,2530.724,1469.813,9077,4830.326,3339.094,9077,116.776,303.055,548.422,590.266,2099.934,9077,6331.334,4848.372,5307.941,9077,9077,9077,388.396,3460.562,5619.955,99.437,643.266,5661.521,9077,9077,4270.527,1224.268,6309.064,731.922,2064.479,1468.389,2209.503,4270.403,3614.488,3971.162,680.303,9077,3909.853,558.736,630.265,3690.551,1977.180,9077,347.442,3294.201,789.329,9077,590.294,9077,2095.359,9077,258.399,1068.575,9077,758.276,9077,6311.148,9077,4550.518,5210.640,309.502,739.746,9077,9077,1522.351,1783.082,3452.144,9077,9077,9077,2354.355,1904.547,5213.422,9077,3608.643,9077,5698.802,9077,2201.161,9077,1649.592,296.180,9077,3979.619,9077,9077,9077,1807.461,2140.334,388.447,1090.035,666.629,124.025,5533.959,1168.698,9077,25.683,9077,9077,9077,9077,2215.069,9077,2537.898,9077,9077,9077,9077,9077,4182.777,1965.340,9077,1605.434,5843.292,2900.515,565.693,4368.521,1066.922,692.210,1095.618,505.916,197.384,445.549,5532.815,1776.654,3627.613,3711.305,9077,1072.289,9077,2559.954,HIV1_M
8600,8600,1089.862,8600,5079.529,3191.221,1833.882,4319.980,545.125,1865.273,360.454,3284.521,451.214,2418.139,5297.437,8600,688.468,8600,616.248,8600,4411.021,1018.296,2168.219,2690.466,3011.942,5064.151,3518.481,8600,8600,654.273,4738.574,4373.238,8600,2541.058,749.540,1913.263,8600,1833.882,6064.172,8600,2467.606,1278.732,3446.572,4319.980,2120.408,8600,108.911,339.955,676.097,570.232,1707.997,5647.382,4850.776,2320.670,4163.968,3546.635,3113.050,4324.006,392.973,3174.640,8600,93.467,654.273,5077.933,8600,8600,2296.085,735.887,3547.050,451.200,4662.704,1634.598,2396.500,2296.360,1935.680,4610.376,532.395,4548.874,2015.730,467.729,455.554,5509.187,1835.799,8600,406.599,3647.255,535.384,8600,570.224,8600,2402.689,8600,203.044,991.275,8600,834.435,8600,8600,2954.750,3123.773,4366.995,362.437,593.699,8600,8600,3678.133,1424.546,3353.004,8600,8600,8600,2131.494,8600,8600,8600,2359.602,4357.734,8600,8600,3652.558,8600,4664.252,366.971,8600,8600,8600,8600,3867.461,2183.842,3400.672,376.304,1328.674,540.469,131.975,8600,670.615,8600,25.821,8600,4319.980,8600,8600,1900.693,4738.574,4322.048,8600,8600,8600,8600,8600,5035.315,1298.191,4644.732,1146.562,8600,5423.378,759.621,5079.529,910.502,674.782,1405.327,292.928,165.874,450.763,3223.779,1616.110,2945.874,3475.572,8600,1492.619,8600,3438.075,HIV1_M
8604,5392.236,1817.276,8604,5067.963,4334.281,2316.506,8604,627.642,964.956,318.548,2688.917,576.199,3471.158,5300.228,8604,978.355,8604,678.614,8604,4399.901,1258.507,2685.655,3194.012,1993.480,5066.906,6067.000,8604,3604.932,791.145,3633.108,4375.752,8604,2385.200,476.736,1372.502,8604,2544.328,6067.000,8604,2138.584,1058.836,5138.961,8604,2756.500,8604,96.587,348.426,768.067,581.793,2845.601,5650.201,5830.217,3316.336,4166.249,5448.197,3383.178,8604,383.234,4799.097,8604,87.620,791.145,5066.377,8604,8604,3533.460,850.103,5449.425,576.176,5689.282,1621.435,2126.976,3533.886,2615.964,8604,525.941,4551.417,4192.813,674.962,456.761,4393.097,2063.948,8604,411.358,3632.831,523.774,8604,581.787,8604,2559.416,8604,187.197,968.182,8604,865.083,8604,8604,4338.424,2545.875,3509.023,399.423,567.791,8604,8604,3620.475,1817.479,3344.612,8604,8604,8604,1681.450,3202.031,8604,5549.075,5038.064,3546.097,3954.656,5392.236,2199.968,8604,3620.475,325.397,8604,8604,8604,8604,8604,3573.539,2236.585,377.319,1215.313,470.015,129.469,8604,689.547,8604,26.659,8604,8604,8604,8604,1631.427,4475.484,4324.240,5645.666,8604,8604,8604,8604,5038.064,1007.170,8604,1726.486,8604,3394.411,552.056,2539.570,654.978,887.136,1296.152,348.234,178.919,451.508,5627.574,2046.630,4389.884,3180.859,5392.236,1208.793,8604,3440.029,HIV1_M
